conclusion_number,conclusion_date,incident_date,incident_type,incident_description,fatalities,fatalities_description,area,registry,aircraft_type,aircraft_info,area_info,crew,deaths_crew_members,seriously_injured_crew_members,passengers,deaths_passengers,seriously_injured_passengers,other_deaths,other_injuries,aircraft_type2,Year,percentage_deaths_to_all_incidents
08/2018,2018-10-29,2015-06-13,ΑΤΥΧΗΜΑ,Ανεπιτυχής αναγκαστική προσγείωση ελαφρού αεροπλάνου λόγω βλάβης στο αεροφρόμιο Μεσολογγίου κατέληξε σε αναγκαστική προσγείωση εκτός αεροδρομίου με ουσιώδης ζημιές,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Αγρόκτημα Πλησίον Του Πεδίου Προσγείωσης Μεσολογγίου Αιτωλοακαρνανίας,,Αεροπλάνο,Μικρό / Ελαφρύ,Αγρόκτημα πλησίον του πεδίου προσγείωσης Μεσολογγίου ΑιτωλοακαρνανίαςΝηολόγιο(α): N43362ΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2015,
07/2018,2018-07-09,2016-10-16,ΑΤΥΧΗΜΑ,Ελαφρύ αεροπλάνο σε εκπαιδευτική πτήση συνετρίβη σε ορεινό όγκο της περιοχής Καλαβρύτων σε υψόμετρο 4965 ft. Θανάσιμος τραυματισμός και ολική καταστροφή αεροπλάνου.,Θανάσιμος τραυματισμός,      Πλήρωμα=2                       Επιβάτες=0    Θάνατοι Πληρώματος=2          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Καλαβρυτα,,Αεροπλάνο,Μικρό / Ελαφρύ,ΚΑΛΑΒΡΥΤΑΝηολόγιο(α): 5B-CLBΑεροπλάνοΜικρό / Ελαφρύ,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2016,
06/2018,2018-07-09,2016-05-18,ΑΤΥΧΗΜΑ,Χειριστής αλεξιπτώτου πλαγιάς προσέκρουσε σε πλαγιά βουνού με συνέπεια τον σοβαρό τραυματισμό του,Σοβαρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=1      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Ομπλος Αχαϊας,-,Αλεξίπτωτο,Αλεξίπτωτο Πλαγιάς,ΟΜΠΛΟΣ ΑΧΑΪΑΣΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Αλεξίπτωτο,2016,
05/2018,2018-07-20,2016-12-09,ΑΤΥΧΗΜΑ,Αμφίβιο αεροπλάνο μετά από ανεπιτυχείς προσπάθειες αποθαλάσσωσης συνέχισε την πορεία του πλέοντας και ανετράπη. Το αεροσκάφος βυθίστηκε κατά τη ρυμούλκηση.,Χωρίς Τραυματισμό,      Πλήρωμα=2                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Θαλασσια Περιοχη Φωφλακας Αγιου Γεωργιου Μεθανων,N195GG,Αεροπλάνο,Μικρό / Ελαφρύ,ΘΑΛΑΣΣΙΑ ΠΕΡΙΟΧΗ ΦΩΦΛΑΚΑΣ ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΜΕΘΑΝΩΝΝηολόγιο(α): N195GGΑεροπλάνοΜικρό / Ελαφρύ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2016,
04/2018,2018-06-15,2016-06-10,ΑΤΥΧΗΜΑ,Χειριστής αλεξιπτώτου πλαγιάς συνετρίβη σε πλαγιά υψόμετρου 956 μέτρων και τραυματίστηκε θανάσιμα,Θανάσιμος τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=1          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Νεος Αγιος Αθανασιος Πελλας,,Αλεξίπτωτο,Αλεξίπτωτο Πλαγιάς,ΝΕΟΣ ΑΓΙΟΣ ΑΘΑΝΑΣΙΟΣ ΠΕΛΛΑΣΝηολόγιο(α): -Αλεξίπτωτο Πλαγιάς,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Αλεξίπτωτο,2016,
03/2018,2018-04-13,2015-02-02,ΑΤΥΧΗΜΑ,Επιβατικό αεροπλάνο αερογραμμών (JETSTREAM 41) κατά την προσγείωση στο αεροδρόμιο Ρόδου (LGRP) υπό συνθήκες ισχυρών ανέμων υπέστη κατάρρευση του ριναίου συστήματος προσγείωσης,Χωρίς Τραυματισμό,      Πλήρωμα=3                       Επιβάτες=16    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικός Αερολιμένας Ρόδου ‘Διαγόρας’ (Lgrp),SX-DIA,Αεροπλάνο,Μεγάλο,Κρατικός Αερολιμένας Ρόδου ‘Διαγόρας’ (LGRP)Νηολόγιο(α): SX-DIAΑεροπλάνοΜεγάλο,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2015,
02/2018,2018-03-21,2015-12-29,ΑΤΥΧΗΜΑ,Μηχανοκίνητο αιωρόπτερο κατά τη διαδικασία αναγκαστικής προσγείωσης λόγω βλάβης συγκρούστηκε με γραμμές ρεύματος και κατέπεσε σε ναυτικό δίαυλο,Μικρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Διαυλος Μεσολογγιου,,Αιωρόπτερο,Μηχανοκίνητο Αιωρόπτερο (Trike),ΔΙΑΥΛΟΣ ΜΕΣΟΛΟΓΓΙΟΥΝηολόγιο(α): SX-UAOΜηχανοκίνητο Αιωρόπτερο (Trike),1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αιωρόπτερο,2015,
01/2018,2018-02-22,2015-03-22,ΑΤΥΧΗΜΑ,Ελαφρύ αεροπλάνο σε εκπαιδευτική πτήση συγκρούστηκε με καλώδια ρεύματος και κατέπεσε στον αξιό ποταμό.,Σοβαρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=2    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=1      Σοβ. Τραυμ. επιβατών=2                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Στα 3 Nm Νοτιοδυτικα Του Πολυκαστρου Κιλκις (Στον Ποταμό Αξιό),,Αεροπλάνο,Μικρό / Ελαφρύ,ΣΤΑ 3 nm ΝΟΤΙΟΔΥΤΙΚΑ ΤΟΥ ΠΟΛΥΚΑΣΤΡΟΥ ΚΙΛΚΙΣ (στον ποταμό Αξιό)Νηολόγιο(α): HA-TAHΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,Αεροπλάνο,2015,
E06/2017,2017-11-15,2015-05-16,ΣΟΒΑΡΟ ΣΥΜΒΑΝ,Δύο ελαφρά αεροπλάνα βρέθηκαν σε συγκλίνουσα πορεία στη Ζώνη Κυκλοφορίας του Αεροδρομίου Μεγάρων (LGMG),Χωρίς Τραυματισμό,      Πλήρωμα=4                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Ζώνη Κυκλοφορίας Του Αεροδρομίου Μεγάρων (Lgmg),SX-API & SX-ARA,Αεροπλάνο,Μικρό / Ελαφρύ,Ζώνη Κυκλοφορίας του Αεροδρομίου Μεγάρων (LGMG)Νηολόγιο(α): SX-API & SX-ARAΑεροπλάνοΜικρό / Ελαφρύ,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2015,
E05/2017,2017-09-29,2016-10-07,ΑΤΥΧΗΜΑ,Σοβαρός τραυματισμός χειριστή αιωρόπτερου κατά την προσγείωση με υψηλή ταχύτητα,Σοβαρός τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=1      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Καστανια, Δημου Σερβιων - Βελβεντου",,Αιωρόπτερο,Αιωρόπτερο (αετός πλαγιάς),"ΚΑΣΤΑΝΙΑ, ΔΗΜΟΥ ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥΝηολόγιο(α): -Αιωρόπτερο (αετός πλαγιάς)",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Αιωρόπτερο,2016,
E04/2017,2017-07-20,2015-02-22,ΑΤΥΧΗΜΑ,Ελαφρύ αεροπλάνο έχασε τον έλεγχο κατά την τροχοδρόμηση προς απογείωση και ακινητοποιήθηκε σε όρυγμα δεξιά του διαδρόμου,Χωρίς Τραυματισμό,      Πλήρωμα=2                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Αεροδρομιο Μεγαρων (Lgmg),,Αεροπλάνο,Μικρό / Ελαφρύ,ΑΕΡΟΔΡΟΜΙΟ ΜΕΓΑΡΩΝ (LGMG)Νηολόγιο(α): SX-AJXΑεροπλάνοΜικρό / Ελαφρύ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2015,
E03/2017,2017-06-16,2016-04-05,ΑΤΥΧΗΜΑ,Σύγκρουση ουραίου ελικοπτέρου με τοιχίο κατά την αιώρηση για απογείωση,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=4    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,"Φανάρι, Μύκονος",,Ελικόπτερο,Μικρό / Ελαφρύ,"Φανάρι, ΜύκονοςΝηολόγιο(α): G-DKEMΕλικόπτεροΜικρό / Ελαφρύ",1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Ελικόπτερο,2016,
E02/2017,2017-03-31,2015-06-14,ΣΟΒΑΡΟ ΣΥΜΒΑΝ,Ανώμαλη προσγείωση και εκτροπή από τον διάδρομο προσγείωσης ελαφρού αεροπλάνου στο αεροδρόμιο Θεσσαλονίκης (LGTS),Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Κρατικός Αερολιμένας Θεσσαλονίκης ‘Μακεδονία’ (Lgts),,Αεροπλάνο,Μικρό / Ελαφρύ,Κρατικός Αερολιμένας Θεσσαλονίκης ‘Μακεδονία’ (LGTS)Νηολόγιο(α): SX-ASDΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2015,
E01/2017,2017-01-30,2016-03-29,ΑΤΥΧΗΜΑ,Φωτιά σε ελαφρύ αεροπλάνο κατά τον ανεφοδιασμό του στο αεροδρόμιο Μεγάρων (LGMG) - ουσιώδης ζημιά - χωρίς τραυματισμό,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Αεροδρομιο Μεγαρων (Lgmg),SX-AJX,Αεροπλάνο,Μικρό / Ελαφρύ,ΑΕΡΟΔΡΟΜΙΟ ΜΕΓΑΡΩΝ (LGMG)Νηολόγιο(α): SX-AJXΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2016,
03/2017,2017-11-28,2014-09-20,ΑΤΥΧΗΜΑ,Συντριβή ανεμόπτερου στο αεροδρόμιο Τατοΐου μετά από σύγκρουση της πτέρυγας με ιστό - θανάσιμς τραυματισμός.,Θανάσιμος τραυματισμός,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=1          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Αεροδρόμιο Τατοΐου (Lgtt),SX-123,Ανεμόπτερο,Ανεμόπτερο,Αεροδρόμιο Τατοΐου (LGTT)Νηολόγιο(α): SX-123Ανεμόπτερο,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ανεμόπτερο,2014,
02/2017,2017-07-20,2016-06-17,ΑΤΥΧΗΜΑ,Αναγκαστική προσθαλάσσωση ελαφρού αεροπλάνου λόγω βλάβης κινητήρα,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Θαλασσια Περιοχη Παχης Μεγαρων,SX-BSM,Αεροπλάνο,Μικρό / Ελαφρύ,ΘΑΛΑΣΣΙΑ ΠΕΡΙΟΧΗ ΠΑΧΗΣ ΜΕΓΑΡΩΝΝηολόγιο(α): SX-BSMΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2016,
01/2017,2017-11-05,2015-07-23,ΑΤΥΧΗΜΑ,Ελαφρύ ελικόπτερο που προσθαλασσώθηκε με πλωτήρες λόγω βλάβης αναποδογύρισε στη θάλασσα κατά την επιχείριση διάσωσης από ελικόπτερο του πολεμικού ναυτικού.,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=1    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Θαλάσσια Περιοχή 5 Nm Ανατολικά Από Το Σημείο ‘Perati’ Ανατολικής Αττικής,,Ελικόπτερο,Μικρό / Ελαφρύ,Θαλάσσια Περιοχή 5 nm Ανατολικά από το σημείο ‘Perati’ Ανατολικής ΑττικήςΝηολόγιο(α): SX-HRWΕλικόπτεροΜικρό / Ελαφρύ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Ελικόπτερο,2015,
E05/2016,2016-09-20,2014-09-24,ΑΤΥΧΗΜΑ,Χειριστής ελαφρού αεροπλάνου εγκατέλειψε το αεροσκάφος με αλεξίπτωτο πάνω από θαλάσια περιοχή λόγω βλάβης στον κινητήρα,Χωρίς Τραυματισμό,      Πλήρωμα=1                       Επιβάτες=0    Θάνατοι Πληρώματος=0          Θάνατοι Επιβατών=0Σοβ. Τραυμ. πληρώματος=0      Σοβ. Τραυμ. επιβατών=0                 Εκτός αεροσκάφους       άλλοι θάνατοι=0     άλλοι Σοβ. Τραυμ.=0,Θαλάσσια Περιοχή Χαλκιδικής -Πλησίον Ιερισσού,LY-AKG,Αεροπλάνο,Μικρό / Ελαφρύ,Θαλάσσια περιοχή Χαλκιδικής -πλησίον ΙερισσούΝηολόγιο(α): LY-AKGΑεροπλάνοΜικρό / Ελαφρύ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Αεροπλάνο,2014,
